-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,489,416,416,416,416,416,416,416,416,416,441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,489,416,416,416,416,416,416,416,441,-1,-1,-1,489,416,416,416,441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,489,416,416,416,441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,489,416,416,416,416,416,416,441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,489,416,416,416,416,416,416,416,441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,418,463,509,510,511,490,490,490,466,-1,-1,411,-1,-1,-1,411,-1,-1,-1,411,-1,-1,489,416,416,416,441,-1,-1
-1,-1,463,490,490,490,517,490,490,490,466,-1,-1,-1,489,416,416,416,416,416,416,416,416,416,416,416,441,-1,-1,411,-1,436,463,534,535,536,490,490,490,466,-1,-1,436,-1,-1,-1,436,-1,-1,-1,436,-1,-1,463,490,436,490,466,-1,-1
-1,-1,463,509,510,511,436,513,514,515,466,-1,-1,-1,463,509,510,514,515,490,517,490,509,510,514,515,466,-1,-1,436,-1,436,463,490,490,490,513,514,515,466,-1,-1,436,-1,-1,-1,436,-1,-1,-1,436,-1,-1,463,460,461,462,466,-1,-1
-1,-1,488,534,535,536,460,538,539,540,491,-1,-1,-1,488,534,535,539,540,490,467,490,534,535,539,540,491,-1,-1,460,-1,461,488,490,490,490,538,539,540,491,-1,-1,461,-1,-1,-1,460,-1,-1,-1,461,-1,-1,488,460,461,462,491,-1,-1
