-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,190,192,192,192,192,192,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,190,192,192,192,192,192,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,190,192,192,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,190,192,192,192,192,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,190,192,192,192,192,192,192,192,192,192,192,192,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,190,192,192,192,192,192,192,192,192,192,192,192,192,192,194,240,242,242,242,242,242,242,242,242,242,242,242,244,190,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,194,-1,-1,190,192,192,194,-1,-1
-1,-1,240,242,242,242,242,242,242,242,242,242,242,242,242,242,244,240,242,242,503,504,242,242,242,503,504,242,242,244,240,242,242,242,242,242,242,242,242,242,78,78,242,242,242,242,242,242,242,242,242,244,-1,-1,240,242,242,244,-1,-1
-1,-1,240,242,501,242,242,242,242,242,242,242,242,242,501,242,244,240,242,242,528,529,242,242,242,528,529,242,242,244,240,242,501,242,242,242,242,242,242,242,503,504,242,242,242,242,242,242,242,501,242,244,-1,-1,240,242,242,244,-1,-1
-1,-1,240,242,242,242,242,242,242,242,242,242,242,242,242,242,244,240,242,242,242,242,242,242,242,242,242,242,242,244,240,242,242,242,242,242,242,242,242,242,528,529,242,242,242,242,242,242,242,242,242,244,-1,-1,240,242,242,244,-1,-1
