-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,365,367,367,367,367,369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,365,367,367,367,369,-1,-1,-1,-1,365,367,367,369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,26,32,32,28,28,28,28,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,28,28,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,76,78,78,78,78,78,78,80,-1,-1,365,367,32,367,367,367,367,369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,28,28,28,28,28,28,28,126,78,78,80,-1,-1,367,-1,-1,-1,-1,-1,-1,-1
-1,76,78,78,78,78,78,78,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,28,32,28,28,28,30,-1,-1,26,28,28,28,30,-1,-1,26,126,78,78,78,78,78,78,78,78,78,78,80,-1,-1,-1,-1,-1,26,28,28,30,-1
-1,76,78,78,78,78,78,78,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,78,78,78,78,78,80,-1,-1,76,78,78,78,80,-1,-1,76,78,78,78,78,78,78,78,78,78,78,78,80,-1,-1,-1,-1,-1,76,78,78,80,-1
-1,76,78,78,78,78,78,78,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,78,78,78,78,78,80,-1,-1,76,78,78,78,80,-1,-1,76,78,78,78,78,78,78,78,78,78,78,78,80,-1,-1,-1,-1,-1,76,78,78,80,-1
